username,login_time,logout_time,session_duration_seconds,source_os,remote_ip,lan_ip,auth_type,active_mac,login_hour,logout_hour,day_of_week,cluster_label,is_anomaly
186,2025-10-10 09:13:35,2025-10-10 17:09:24,28549,0,0,-1,1,02:a7:88:05:55:6a,9,17,4,2,0
395,2025-10-10 09:14:07,2025-10-10 18:01:12,31625,0,0,-1,1,2f:32:b2:bd:75:95,9,18,4,2,0
180,2025-10-10 09:14:26,2025-10-10 19:01:54,35248,0,0,-1,0,90:ea:ab:c7:e7:05,9,19,4,1,0
155,2025-10-10 09:14:36,2025-10-10 17:37:19,30163,0,0,-1,0,d9:22:87:7e:6e:a2,9,17,4,1,0
91,2025-10-10 09:14:57,2025-10-10 17:49:07,30850,0,0,-1,1,22:37:c6:1c:ff:a1,9,17,4,2,0
331,2025-10-10 09:15:03,2025-10-10 18:58:19,34996,0,0,-1,0,c9:da:2c:f6:a8:1e,9,18,4,1,0
275,2025-10-10 09:15:34,2025-10-10 18:38:32,33778,0,0,-1,1,5b:c3:44:a3:fb:c3,9,18,4,2,0
82,2025-10-10 09:15:54,2025-10-10 16:27:11,25877,0,0,-1,1,d5:ad:62:4b:28:55,9,16,4,2,0
154,2025-10-10 09:16:41,2025-10-10 18:53:13,34592,0,0,-1,1,96:67:22:fd:c3:58,9,18,4,2,0
368,2025-10-10 09:17:03,2025-10-10 16:33:23,26180,0,0,-1,0,ac:48:c1:ce:4a:8a,9,16,4,1,0
486,2025-10-10 09:17:14,2025-10-10 18:26:38,32964,0,0,-1,1,7b:d2:4e:d1:99:88,9,18,4,2,0
420,2025-10-10 09:18:30,2025-10-10 16:35:42,26232,0,0,-1,1,79:59:07:48:33:fa,9,16,4,2,0
360,2025-10-10 09:18:31,2025-10-10 17:11:44,28393,0,0,-1,0,a3:ce:c8:95:a5:f0,9,17,4,1,0
226,2025-10-10 09:18:55,2025-10-10 17:31:12,29537,0,0,-1,1,de:30:15:0c:e8:e1,9,17,4,2,0
464,2025-10-10 09:18:57,2025-10-10 18:52:19,34402,0,0,-1,0,ff:f4:64:b0:32:97,9,18,4,1,0
304,2025-10-10 09:19:26,2025-10-10 19:14:09,35683,0,0,-1,0,9a:d6:e9:13:1f:02,9,19,4,1,0
100,2025-10-10 09:19:47,2025-10-10 18:36:45,33418,0,0,-1,0,5d:41:ce:f8:a6:f6,9,18,4,1,0
49,2025-10-10 09:19:55,2025-10-10 16:52:52,27177,0,0,-1,1,c5:ff:ea:a8:b3:d3,9,16,4,2,0
382,2025-10-10 09:20:10,2025-10-10 16:24:33,25463,0,0,-1,0,6e:f6:23:93:6c:7f,9,16,4,1,0
425,2025-10-10 09:21:01,2025-10-10 17:00:56,27595,0,0,-1,1,06:c2:b4:d6:57:e0,9,17,4,2,0
287,2025-10-10 09:21:04,2025-10-10 18:54:41,34417,0,0,-1,1,79:3b:4c:d8:00:6b,9,18,4,2,0
96,2025-10-10 09:21:15,2025-10-10 18:36:34,33319,0,0,-1,1,a5:a2:ae:15:aa:c0,9,18,4,2,0
58,2025-10-10 09:21:39,2025-10-10 18:12:15,31836,0,0,-1,0,8b:4b:75:30:c3:b2,9,18,4,1,0
329,2025-10-10 09:21:48,2025-10-10 19:07:14,35126,0,0,-1,1,9d:ea:a5:33:7c:ac,9,19,4,2,0
314,2025-10-10 09:22:34,2025-10-10 17:10:23,28069,0,0,-1,0,06:ab:71:77:39:59,9,17,4,1,0
265,2025-10-10 09:22:35,2025-10-10 17:13:14,28239,0,0,-1,0,fc:b3:23:62:25:a4,9,17,4,1,0
242,2025-10-10 09:22:51,2025-10-10 17:18:30,28539,0,0,-1,1,c2:d3:50:f5:42:3b,9,17,4,2,0
413,2025-10-10 09:23:47,2025-10-10 18:43:00,33553,0,0,-1,1,0e:fe:7a:40:6a:60,9,18,4,2,0
399,2025-10-10 09:23:55,2025-10-10 17:03:47,27592,0,0,-1,0,57:3f:ae:49:72:54,9,17,4,1,0
227,2025-10-10 09:24:42,2025-10-10 18:29:48,32706,0,0,-1,1,70:11:25:b9:11:3e,9,18,4,2,0
120,2025-10-10 09:25:46,2025-10-10 18:32:29,32803,0,0,-1,0,53:d1:39:d8:b1:74,9,18,4,1,0
97,2025-10-10 09:25:56,2025-10-10 16:43:55,26279,0,0,-1,1,f9:f2:fa:9f:ba:9d,9,16,4,2,0
104,2025-10-10 09:26:15,2025-10-10 18:48:45,33750,0,0,-1,1,08:04:23:39:1a:1b,9,18,4,2,0
257,2025-10-10 09:26:55,2025-10-10 16:47:17,26422,0,0,-1,1,e0:d6:1e:61:c8:7d,9,16,4,2,0
128,2025-10-10 09:27:23,2025-10-10 17:30:37,28994,0,0,-1,0,bd:1d:48:1f:4a:f7,9,17,4,1,0
344,2025-10-10 09:27:45,2025-10-10 18:12:23,31478,0,0,-1,0,c8:8d:55:2d:9f:61,9,18,4,1,0
389,2025-10-10 09:27:46,2025-10-10 18:42:42,33296,0,0,-1,1,d6:a7:4f:33:8d:a0,9,18,4,2,0
419,2025-10-10 09:28:24,2025-10-10 19:09:20,34856,0,0,-1,0,23:51:33:cc:f0:51,9,19,4,1,0
289,2025-10-10 09:29:04,2025-10-10 09:40:11,667,0,0,-1,0,f4:c6:41:66:01:68,9,9,4,4,0
446,2025-10-10 09:29:38,2025-10-10 18:04:59,30921,0,0,-1,1,ff:bc:bb:68:34:d2,9,18,4,2,0
400,2025-10-10 09:30:02,2025-10-10 19:15:40,35138,0,0,-1,0,3e:c8:2f:31:ab:fb,9,19,4,1,0
172,2025-10-10 09:30:56,2025-10-10 18:13:15,31339,0,0,-1,0,fb:b3:57:22:84:ba,9,18,4,1,0
215,2025-10-10 09:31:07,2025-10-10 18:55:35,33868,0,0,-1,0,68:f0:d6:d1:40:d4,9,18,4,1,0
243,2025-10-10 09:31:28,2025-10-10 17:31:13,28785,0,0,-1,0,af:f5:26:11:68:71,9,17,4,1,0
4,2025-10-10 09:31:49,2025-10-10 17:49:01,29832,0,0,-1,0,c0:d1:ce:d8:6b:48,9,17,4,1,0
393,2025-10-10 09:33:06,2025-10-10 16:51:01,26275,0,0,-1,0,3f:4c:8d:a9:e3:97,9,16,4,1,0
437,2025-10-10 09:33:18,2025-10-10 16:51:56,26318,0,0,-1,1,50:1f:6e:c5:33:f3,9,16,4,2,0
17,2025-10-10 09:33:19,2025-10-10 19:11:31,34692,0,0,-1,1,81:d3:0c:7c:43:fd,9,19,4,2,0
466,2025-10-10 09:33:19,2025-10-10 17:32:02,28723,0,0,-1,0,0c:8f:32:81:a0:d9,9,17,4,1,0
121,2025-10-10 09:33:52,2025-10-10 19:16:46,34974,0,0,-1,1,6c:c7:90:1e:db:7a,9,19,4,2,0
410,2025-10-10 09:34:22,2025-10-10 17:50:02,29740,0,0,-1,0,69:32:a3:4a:46:de,9,17,4,1,0
320,2025-10-10 09:35:31,2025-10-10 17:41:15,29144,0,0,-1,0,a7:21:3d:f1:e9:2b,9,17,4,1,0
142,2025-10-10 09:36:05,2025-10-10 18:16:27,31222,0,0,-1,1,67:2d:82:08:ff:f4,9,18,4,2,0
458,2025-10-10 09:36:14,2025-10-10 19:12:40,34586,0,0,-1,1,25:eb:72:5e:9d:35,9,19,4,2,0
301,2025-10-10 09:36:23,2025-10-10 18:11:16,30893,0,0,-1,1,28:41:90:a3:c7:d0,9,18,4,2,0
332,2025-10-10 09:36:59,2025-10-10 16:56:35,26376,0,0,-1,0,d5:82:a3:67:3f:36,9,16,4,1,0
343,2025-10-10 09:37:09,2025-10-10 17:27:17,28208,0,0,-1,1,bd:a4:d5:0b:43:dc,9,17,4,2,0
475,2025-10-10 09:37:10,2025-10-10 18:51:25,33255,0,0,-1,1,b0:1e:ea:5e:91:e1,9,18,4,2,0
43,2025-10-10 09:37:19,2025-10-10 17:21:25,27846,0,0,-1,1,b3:8b:15:dc:5b:eb,9,17,4,2,0
6,2025-10-10 09:37:23,2025-10-10 18:41:22,32639,0,0,-1,1,2e:33:53:3c:74:22,9,18,4,2,0
471,2025-10-10 09:37:32,2025-10-10 17:09:13,27101,0,0,-1,0,63:13:fe:9b:c4:2a,9,17,4,1,0
114,2025-10-10 09:37:35,2025-10-10 18:39:03,32488,0,0,-1,0,9d:6c:b3:c5:32:ee,9,18,4,1,0
396,2025-10-10 09:37:35,2025-10-10 17:08:56,27081,0,0,-1,0,6b:7c:78:9a:96:fc,9,17,4,1,0
163,2025-10-10 09:37:47,2025-10-10 18:52:04,33257,0,0,-1,0,6b:65:f8:39:59:51,9,18,4,1,0
388,2025-10-10 09:38:02,2025-10-10 18:22:49,31487,0,0,-1,1,98:e8:a5:a1:f4:63,9,18,4,2,0
499,2025-10-10 09:38:25,2025-10-10 17:53:47,29722,0,0,-1,1,ff:2d:3f:21:7d:fc,9,17,4,2,0
361,2025-10-10 09:38:34,2025-10-10 17:36:42,28688,0,0,-1,0,a6:0f:b9:fb:39:3c,9,17,4,1,0
416,2025-10-10 09:39:29,2025-10-10 17:04:38,26709,0,0,-1,1,0e:6a:3f:96:fc:9c,9,17,4,2,0
202,2025-10-10 09:39:46,2025-10-10 17:25:20,27934,0,0,-1,1,45:f8:93:e1:60:84,9,17,4,2,0
15,2025-10-10 09:40:10,2025-10-10 18:12:35,30745,0,0,-1,1,ea:eb:ed:09:75:01,9,18,4,2,0
79,2025-10-10 09:41:24,2025-10-10 18:34:11,31967,0,0,-1,1,c2:8f:a1:04:02:f2,9,18,4,2,0
118,2025-10-10 09:41:27,2025-10-10 17:54:50,29603,0,0,-1,1,24:41:25:fc:1e:4d,9,17,4,2,0
54,2025-10-10 09:41:29,2025-10-10 18:54:47,33198,0,0,-1,1,c8:37:eb:f5:7c:f6,9,18,4,2,0
30,2025-10-10 09:41:33,2025-10-10 19:32:37,35464,0,0,-1,1,e6:98:90:28:7b:b2,9,19,4,2,0
94,2025-10-10 09:41:36,2025-10-10 18:25:39,31443,0,0,-1,1,a9:6e:f9:5e:2a:5c,9,18,4,2,0
56,2025-10-10 09:41:38,2025-10-10 17:21:22,27584,0,0,-1,0,a8:75:ff:52:d4:b5,9,17,4,1,0
223,2025-10-10 09:41:52,2025-10-10 19:21:04,34752,0,0,-1,0,4b:90:2e:e7:f9:37,9,19,4,1,0
174,2025-10-10 09:42:16,2025-10-10 19:07:13,33897,0,0,-1,1,6b:73:d1:b1:f6:26,9,19,4,2,0
328,2025-10-10 09:42:55,2025-10-10 17:54:05,29470,0,0,-1,1,df:45:a7:82:6a:00,9,17,4,2,0
2,2025-10-10 09:43:06,2025-10-10 18:37:27,32061,0,0,-1,0,f4:40:e8:5d:fc:50,9,18,4,1,0
51,2025-10-10 09:43:22,2025-10-10 19:21:30,34688,0,0,-1,1,d1:67:d1:85:f5:a3,9,19,4,2,0
365,2025-10-10 09:43:25,2025-10-10 18:14:56,30691,0,0,-1,1,95:6f:7b:b9:91:36,9,18,4,2,0
481,2025-10-10 09:43:27,2025-10-10 18:30:08,31601,0,0,-1,1,a5:ce:88:b1:44:25,9,18,4,2,0
125,2025-10-10 09:43:45,2025-10-10 18:33:32,31787,0,0,-1,1,ac:6b:92:25:63:bb,9,18,4,2,0
198,2025-10-10 09:44:10,2025-10-10 17:41:26,28636,0,0,-1,1,c8:e8:7d:2f:6b:ed,9,17,4,2,0
403,2025-10-10 09:44:10,2025-10-10 18:52:09,32879,0,0,-1,0,2f:08:de:2b:a0:e0,9,18,4,1,0
134,2025-10-10 09:45:06,2025-10-10 17:18:31,27205,0,0,-1,0,89:19:a6:dc:ed:0f,9,17,4,1,0
216,2025-10-10 09:45:14,2025-10-10 18:11:47,30393,0,-1,-1,1,6c:1b:5c:2d:ef:e7,9,18,4,2,0
307,2025-10-10 09:45:54,2025-10-10 17:23:10,27436,0,0,-1,0,f0:13:2d:7b:7c:76,9,17,4,1,0
379,2025-10-10 09:46:09,2025-10-10 18:05:05,29936,0,0,-1,0,bb:11:a7:8b:68:f7,9,18,4,1,0
295,2025-10-10 09:46:27,2025-10-10 17:43:43,28636,0,0,-1,0,bf:f9:b6:c9:d3:bc,9,17,4,1,0
283,2025-10-10 09:47:39,2025-10-10 17:55:55,29296,0,0,-1,1,e3:6f:34:ee:f0:4d,9,17,4,2,0
496,2025-10-10 09:47:43,2025-10-10 17:12:50,26707,0,0,-1,0,dc:82:7c:73:af:47,9,17,4,1,0
302,2025-10-10 09:47:48,2025-10-10 18:54:31,32803,0,0,-1,1,38:b6:3b:63:8b:8a,9,18,4,2,0
65,2025-10-10 09:47:49,2025-10-10 19:46:14,35905,0,0,-1,1,de:50:83:04:81:0f,9,19,4,2,0
406,2025-10-10 09:48:15,2025-10-10 19:00:53,33158,0,0,-1,0,47:48:0d:30:e0:5e,9,19,4,1,0
467,2025-10-10 09:48:19,2025-10-10 19:05:25,33426,0,0,-1,1,57:5d:48:78:5e:61,9,19,4,2,0
293,2025-10-10 09:48:23,2025-10-10 17:41:10,28367,0,0,-1,0,05:2d:ea:0e:e0:13,9,17,4,1,0
13,2025-10-10 09:48:53,2025-10-10 17:20:58,27125,0,0,-1,1,f2:62:ee:d2:65:0c,9,17,4,2,0
327,2025-10-10 09:48:54,2025-10-10 18:59:36,33042,0,0,-1,0,e9:95:dd:24:bb:26,9,18,4,1,0
435,2025-10-10 09:48:57,2025-10-10 18:39:30,31833,0,0,-1,0,76:47:eb:d1:45:b7,9,18,4,1,0
371,2025-10-10 09:49:34,2025-10-10 19:19:21,34187,0,0,-1,0,71:30:d3:06:7f:28,9,19,4,1,0
129,2025-10-10 09:49:46,2025-10-10 18:41:55,31929,0,0,-1,1,10:3c:35:3f:93:5d,9,18,4,2,0
122,2025-10-10 09:49:48,2025-10-10 18:35:34,31546,0,0,-1,0,64:d2:cb:7c:0f:9b,9,18,4,1,0
194,2025-10-10 09:50:23,2025-10-10 17:17:05,26802,0,0,-1,1,06:cf:2f:14:bd:ae,9,17,4,2,0
377,2025-10-10 09:50:46,2025-10-10 18:29:59,31153,0,0,-1,0,31:a6:7d:b5:d1:6f,9,18,4,1,0
189,2025-10-10 09:51:24,2025-10-10 19:01:38,33014,0,0,-1,0,23:b8:a2:bd:60:d5,9,19,4,1,0
135,2025-10-10 09:51:32,2025-10-10 18:42:06,31834,0,0,-1,0,ba:01:0f:5a:8d:24,9,18,4,1,0
140,2025-10-10 09:51:41,2025-10-10 16:58:47,25626,0,0,-1,0,dd:e2:c7:13:82:44,9,16,4,1,0
127,2025-10-10 09:52:15,2025-10-10 18:06:40,29665,0,0,-1,1,ff:f9:66:55:db:55,9,18,4,2,0
468,2025-10-10 09:52:17,2025-10-10 19:05:45,33208,0,0,-1,0,b4:74:9a:91:9f:7c,9,19,4,1,0
1,2025-10-10 09:52:42,2025-10-10 17:17:43,26701,0,0,-1,1,21:cf:d6:70:45:e8,9,17,4,2,0
169,2025-10-10 09:52:54,2025-10-10 17:11:15,26301,0,0,-1,1,31:09:17:ce:4b:63,9,17,4,2,0
236,2025-10-10 09:53:37,2025-10-10 19:10:25,33408,0,0,-1,0,7a:3c:53:8d:06:cc,9,19,4,1,0
439,2025-10-10 09:53:53,2025-10-10 19:48:03,35650,0,0,-1,1,ba:ed:b3:9d:da:da,9,19,4,2,0
90,2025-10-10 09:54:52,2025-10-10 17:08:27,26015,0,0,-1,0,f1:02:e5:4f:b5:a0,9,17,4,1,0
497,2025-10-10 09:55:07,2025-10-10 19:36:56,34909,0,0,-1,0,57:e0:3d:2f:59:ae,9,19,4,1,0
34,2025-10-10 09:56:07,2025-10-10 17:18:33,26546,0,0,-1,1,b9:bb:16:78:db:6c,9,17,4,2,0
321,2025-10-10 09:56:15,2025-10-10 17:15:44,26369,0,0,-1,1,67:f7:00:a1:94:9e,9,17,4,2,0
182,2025-10-10 09:57:21,2025-10-10 18:01:08,29027,0,0,-1,1,26:3d:ee:06:05:e0,9,18,4,2,0
262,2025-10-10 09:57:29,2025-10-10 19:35:13,34664,0,0,-1,1,38:49:b4:24:87:a3,9,19,4,2,0
352,2025-10-10 09:57:33,2025-10-10 19:02:37,32704,0,0,-1,1,dd:2a:23:4f:8e:12,9,19,4,2,0
423,2025-10-10 09:57:50,2025-10-10 17:12:24,26074,0,0,-1,0,da:15:9f:11:7c:de,9,17,4,1,0
80,2025-10-10 09:58:15,2025-10-10 18:13:54,29739,0,0,-1,0,ec:4c:3e:27:d9:5d,9,18,4,1,0
394,2025-10-10 09:58:23,2025-10-10 17:26:40,26897,0,0,-1,0,ec:ec:6e:a9:b4:61,9,17,4,1,0
150,2025-10-10 09:58:24,2025-10-10 18:36:37,31093,0,0,-1,1,b8:17:d1:0d:67:1c,9,18,4,2,0
290,2025-10-10 09:58:52,2025-10-10 18:36:33,31061,0,0,-1,1,46:12:e8:fd:94:be,9,18,4,2,0
76,2025-10-10 09:59:07,2025-10-10 18:38:01,31134,0,0,-1,1,de:0c:8b:d7:47:26,9,18,4,2,0
225,2025-10-10 09:59:44,2025-10-10 19:27:33,34069,0,0,-1,1,55:b8:94:d1:9a:6d,9,19,4,2,0
146,2025-10-10 10:00:10,2025-10-10 19:23:17,33787,0,0,-1,1,25:7b:e8:89:5a:ed,10,19,4,2,0
411,2025-10-10 10:00:54,2025-10-10 18:24:59,30245,0,0,-1,0,0f:f0:5a:d3:2a:56,10,18,4,1,0
185,2025-10-10 10:01:09,2025-10-10 19:43:51,34962,0,0,-1,0,c5:a7:33:97:cc:83,10,19,4,1,0
75,2025-10-10 10:01:33,2025-10-10 18:20:02,29909,0,0,-1,0,5e:fe:92:28:40:f7,10,18,4,1,0
428,2025-10-10 10:02:47,2025-10-10 18:02:18,28771,0,0,-1,0,fe:b5:b0:a6:73:25,10,18,4,1,0
233,2025-10-10 10:03:24,2025-10-10 19:02:18,32334,0,0,-1,0,c4:58:b1:21:23:68,10,19,4,1,0
357,2025-10-10 10:03:51,2025-10-10 18:38:19,30868,0,0,-1,1,46:16:9c:22:b3:a0,10,18,4,2,0
160,2025-10-10 10:03:56,2025-10-10 17:33:07,26951,0,0,-1,0,43:96:1e:40:55:d2,10,17,4,1,0
484,2025-10-10 10:04:15,2025-10-10 18:38:32,30857,0,0,-1,0,7d:4f:80:52:13:ce,10,18,4,1,0
498,2025-10-10 10:04:20,2025-10-10 17:51:37,28037,0,0,-1,1,91:67:d1:31:3c:bd,10,17,4,2,0
432,2025-10-10 10:04:21,2025-10-10 18:52:07,31666,0,0,-1,0,51:b6:82:41:22:d6,10,18,4,1,0
53,2025-10-10 10:04:29,2025-10-10 17:15:54,25885,0,0,-1,1,78:45:13:65:eb:d3,10,17,4,2,0
443,2025-10-10 10:04:42,2025-10-10 19:30:43,33961,0,0,-1,1,4d:25:c6:e2:25:99,10,19,4,2,0
463,2025-10-10 10:05:07,2025-10-10 19:23:31,33504,0,0,-1,1,71:d2:6f:db:c9:19,10,19,4,2,0
211,2025-10-10 10:05:24,2025-10-10 19:06:43,32479,0,0,-1,1,d2:3a:9a:e8:3d:d9,10,19,4,2,0
61,2025-10-10 10:05:28,2025-10-10 17:16:36,25868,0,0,-1,1,16:59:96:07:70:90,10,17,4,2,0
93,2025-10-10 10:05:45,2025-10-10 19:57:07,35482,0,0,-1,0,71:23:6a:00:00:21,10,19,4,1,0
281,2025-10-10 10:06:33,2025-10-10 19:27:13,33640,0,0,-1,0,73:b5:f8:e3:f0:96,10,19,4,1,0
205,2025-10-10 10:09:19,2025-10-10 19:51:36,34937,0,0,-1,1,7a:83:45:93:2b:61,10,19,4,2,0
334,2025-10-10 10:09:28,2025-10-10 18:27:40,29892,0,0,-1,1,d4:e1:1c:9a:2f:57,10,18,4,2,0
103,2025-10-10 10:09:58,2025-10-10 19:45:42,34544,0,0,-1,0,79:f5:78:1a:02:3c,10,19,4,1,0
68,2025-10-10 10:12:25,2025-10-10 19:34:32,33727,0,0,-1,1,1e:78:b8:5a:43:7b,10,19,4,2,0
367,2025-10-10 10:13:26,2025-10-10 19:10:19,32213,0,0,-1,0,0e:ad:17:4f:5c:af,10,19,4,1,0
418,2025-10-10 10:13:46,2025-10-10 10:20:08,382,0,0,-1,1,50:e0:43:7d:a1:95,10,10,4,3,0
32,2025-10-10 10:14:33,2025-10-10 19:54:08,34775,0,0,-1,1,26:b7:cc:bf:21:eb,10,19,4,2,0
241,2025-10-10 10:14:46,2025-10-10 18:11:52,28626,0,0,-1,0,38:dd:2f:45:c7:42,10,18,4,1,0
156,2025-10-10 10:15:05,2025-10-10 19:38:39,33814,0,0,-1,1,9a:99:57:73:98:75,10,19,4,2,0
10,2025-10-10 10:15:13,2025-10-10 17:33:39,26306,0,0,-1,1,f5:8b:8e:e7:71:28,10,17,4,2,0
245,2025-10-10 10:15:15,2025-10-10 17:28:30,25995,0,0,-1,0,15:2b:ef:83:93:ee,10,17,4,1,0
491,2025-10-10 10:15:26,2025-10-10 20:14:23,35937,0,0,-1,1,0f:31:0f:bd:49:3b,10,20,4,2,0
123,2025-10-10 10:15:34,2025-10-10 18:21:44,29170,0,0,-1,0,80:66:03:6b:96:cc,10,18,4,1,0
173,2025-10-10 10:16:22,2025-10-10 20:04:53,35311,0,0,-1,1,63:8e:52:d1:a6:c5,10,20,4,2,0
373,2025-10-10 10:16:34,2025-10-10 17:30:10,26016,0,0,-1,0,8a:3f:bc:14:06:e5,10,17,4,1,0
384,2025-10-10 10:16:41,2025-10-11 02:19:37,57776,0,0,-1,0,eb:b5:17:13:28:0b,10,2,4,7,0
450,2025-10-10 10:17:37,2025-10-10 19:53:10,34533,0,0,-1,0,45:34:4e:00:5e:0b,10,19,4,1,0
472,2025-10-10 10:17:42,2025-10-10 20:00:06,34944,0,0,-1,1,bc:b5:32:f3:86:a1,10,20,4,2,0
201,2025-10-10 10:17:58,2025-10-10 19:49:20,34282,0,0,-1,0,d4:c1:45:ff:9e:aa,10,19,4,1,0
20,2025-10-10 10:19:01,2025-10-10 20:00:00,34859,0,0,-1,1,a7:00:41:b1:87:cd,10,20,4,2,0
276,2025-10-10 10:19:17,2025-10-10 18:35:57,29800,0,0,-1,1,44:66:1c:63:f6:ec,10,18,4,2,0
138,2025-10-10 10:19:25,2025-10-10 20:07:32,35287,0,0,-1,0,f0:22:74:48:86:1b,10,20,4,1,0
222,2025-10-10 10:19:33,2025-10-10 20:19:11,35978,0,0,-1,0,2e:99:bd:fb:35:47,10,20,4,1,0
133,2025-10-10 10:19:48,2025-10-10 20:16:53,35825,0,0,-1,0,fd:c0:78:3c:74:4a,10,20,4,1,0
22,2025-10-10 10:19:49,2025-10-10 20:08:09,35300,0,0,-1,0,b9:e6:0c:53:65:40,10,20,4,1,0
117,2025-10-10 10:20:05,2025-10-10 19:29:57,32992,0,-1,-1,1,f0:3c:d4:fd:d6:b3,10,19,4,2,0
144,2025-10-10 10:20:44,2025-10-10 19:34:37,33233,0,0,-1,0,f8:c4:52:ea:6f:7a,10,19,4,1,0
348,2025-10-10 10:20:46,2025-10-10 17:40:13,26367,0,0,-1,0,79:ad:5c:71:38:01,10,17,4,1,0
480,2025-10-10 10:20:52,2025-10-10 19:06:18,31526,0,0,-1,0,c1:f4:40:7a:7d:c3,10,19,4,1,0
264,2025-10-10 10:21:00,2025-10-10 18:44:07,30187,0,0,-1,1,08:c8:2d:33:5e:af,10,18,4,2,0
438,2025-10-10 10:21:29,2025-10-10 19:35:49,33260,0,0,-1,0,0c:69:8d:b2:7a:c3,10,19,4,1,0
408,2025-10-10 10:21:44,2025-10-10 19:24:12,32548,0,0,-1,0,53:4b:dd:3a:55:c4,10,19,4,1,0
356,2025-10-10 10:22:17,2025-10-10 19:28:13,32756,0,0,-1,0,fe:27:d3:bd:08:de,10,19,4,1,0
145,2025-10-10 10:22:24,2025-10-10 19:01:27,31143,0,0,-1,0,d9:02:da:14:f0:5c,10,19,4,1,0
221,2025-10-10 10:22:53,2025-10-10 19:19:05,32172,0,0,-1,1,28:6c:ff:d7:89:4f,10,19,4,2,0
178,2025-10-10 10:22:59,2025-10-10 19:59:54,34615,0,0,-1,1,cc:52:16:8a:d8:7c,10,19,4,2,0
330,2025-10-10 10:23:15,2025-10-11 01:57:22,56047,0,0,-1,0,e4:e9:0c:34:5c:52,10,1,4,7,0
95,2025-10-10 10:23:48,2025-10-10 19:43:51,33603,0,0,-1,0,ca:a9:7d:33:4c:3e,10,19,4,1,0
240,2025-10-10 10:24:03,2025-10-10 20:04:02,34799,0,0,-1,0,12:8a:39:85:c7:17,10,20,4,1,0
278,2025-10-10 10:24:10,2025-10-10 19:58:53,34483,0,0,-1,1,59:f2:fa:3e:d4:75,10,19,4,2,0
359,2025-10-10 10:24:36,2025-10-10 17:35:01,25825,0,0,-1,0,45:b7:89:c1:d6:cf,10,17,4,1,0
52,2025-10-10 10:24:48,2025-10-10 18:22:43,28675,0,0,-1,1,c8:de:3d:23:89:0b,10,18,4,2,0
139,2025-10-10 10:25:15,2025-10-10 19:03:53,31118,0,0,-1,1,6c:28:3f:c3:ab:cb,10,19,4,2,0
60,2025-10-10 10:25:29,2025-10-10 19:13:41,31692,0,0,-1,1,4d:87:ae:78:66:d5,10,19,4,2,0
490,2025-10-10 10:25:42,2025-10-10 18:20:39,28497,0,0,-1,0,c6:75:93:84:9f:c4,10,18,4,1,0
387,2025-10-10 10:25:56,2025-10-10 17:59:41,27225,0,0,-1,1,8f:49:91:02:9e:ad,10,17,4,2,0
434,2025-10-10 10:26:33,2025-10-10 19:42:36,33363,0,0,-1,1,06:19:1e:f6:a5:e8,10,19,4,2,0
18,2025-10-10 10:27:00,2025-10-10 19:40:46,33226,0,0,-1,0,88:43:7f:fc:a6:34,10,19,4,1,0
476,2025-10-10 10:27:09,2025-10-10 19:41:56,33287,0,0,-1,1,b6:a0:d0:16:51:89,10,19,4,2,0
492,2025-10-10 10:27:37,2025-10-10 18:29:50,28933,0,0,-1,1,96:ea:cd:bf:16:55,10,18,4,2,0
296,2025-10-10 10:27:43,2025-10-10 17:31:54,25451,0,0,-1,1,6c:1d:12:5b:92:cd,10,17,4,2,0
401,2025-10-10 10:27:56,2025-10-10 19:44:01,33365,0,0,-1,0,96:cc:8f:e2:70:1d,10,19,4,1,0
166,2025-10-10 10:28:03,2025-10-10 18:25:17,28634,0,0,-1,1,1d:88:ac:e2:78:34,10,18,4,2,0
87,2025-10-10 10:28:05,2025-10-10 18:19:12,28267,0,0,-1,1,2a:a8:d1:7e:a4:ca,10,18,4,2,0
402,2025-10-10 10:28:10,2025-10-10 17:30:37,25347,0,0,-1,0,bd:2a:68:69:b4:f0,10,17,4,1,0
239,2025-10-10 10:28:35,2025-10-10 20:03:02,34467,0,0,-1,0,df:cf:c8:a7:c8:f5,10,20,4,1,0
421,2025-10-10 10:29:12,2025-10-10 18:44:16,29704,0,0,-1,1,ad:7c:a7:c4:8e:bd,10,18,4,2,0
306,2025-10-10 10:30:41,2025-10-10 18:09:03,27502,0,0,-1,1,e9:56:78:ca:ae:62,10,18,4,2,0
199,2025-10-10 10:30:44,2025-10-10 17:53:32,26568,0,0,-1,1,0b:33:f3:55:a6:ab,10,17,4,2,0
279,2025-10-10 10:30:58,2025-10-10 18:03:43,27165,0,-1,-1,1,32:da:91:a0:6f:6a,10,18,4,2,0
312,2025-10-10 10:31:19,2025-10-10 20:08:12,34613,0,0,-1,0,d0:3f:04:47:45:88,10,20,4,1,0
407,2025-10-10 10:32:08,2025-10-10 20:19:24,35236,0,0,-1,1,76:35:9a:c8:c8:2f,10,20,4,2,0
179,2025-10-10 10:32:21,2025-10-10 19:11:08,31127,0,0,-1,1,b1:d3:66:52:c1:0b,10,19,4,2,0
72,2025-10-10 10:32:24,2025-10-10 19:10:24,31080,0,0,-1,1,ae:a8:60:1d:ab:4a,10,19,4,2,0
208,2025-10-10 10:32:29,2025-10-10 18:36:15,29026,0,0,-1,0,0b:ef:dc:3f:9b:0c,10,18,4,1,0
