username,login_time,logout_time,session_duration_seconds,cpu_usage,memory_usage,gpu_usage
UID_000282,2025-07-26 08:10:13,2025-07-26 16:17:32,29239,11.3,77.1,0.0
UID_000463,2025-07-26 08:10:23,2025-07-26 16:40:24,30601,11.5,73.4,0.0
UID_000112,2025-07-26 08:10:28,2025-07-26 16:52:36,31328,10.6,69.7,0.7
UID_000496,2025-07-26 08:10:30,2025-07-26 16:51:55,31285,10.3,68.5,1.8
UID_000127,2025-07-26 08:10:32,2025-07-26 16:53:31,31379,11.8,68.6,0.0
UID_000001,2025-07-26 08:10:36,2025-07-26 16:38:56,30500,10.4,72.2,1.8
UID_000191,2025-07-26 08:10:41,2025-07-26 16:50:10,31169,9.1,76.4,0.0
UID_000292,2025-07-26 08:10:41,2025-07-26 16:38:39,30478,11.0,69.9,0.0
UID_000024,2025-07-26 08:10:44,2025-07-26 16:48:17,31053,10.9,73.3,0.0
UID_000387,2025-07-26 08:10:44,2025-07-26 17:09:44,32340,12.6,74.7,0.0
UID_000314,2025-07-26 08:10:49,2025-07-26 17:08:45,32276,11.3,71.7,0.0
UID_000453,2025-07-26 08:10:50,2025-07-26 16:49:21,31111,12.8,71.4,0.0
UID_000452,2025-07-26 08:10:53,2025-07-26 16:37:54,30421,12.0,72.8,0.0
UID_000252,2025-07-26 08:11:08,2025-07-26 16:33:43,30155,11.1,69.3,0.0
UID_000384,2025-07-26 08:11:13,2025-07-26 17:00:54,31781,12.4,67.2,0.0
UID_000172,2025-07-26 08:11:14,2025-07-26 17:09:37,32303,9.0,68.9,1.7
UID_000393,2025-07-26 08:11:19,2025-07-26 16:14:31,28992,8.8,70.2,0.0
UID_000349,2025-07-26 08:11:23,2025-07-26 17:04:17,31974,12.8,70.2,0.0
UID_000402,2025-07-26 08:11:26,2025-07-26 16:36:29,30303,11.1,75.2,0.0
UID_000469,2025-07-26 08:11:30,2025-07-26 16:50:44,31154,8.7,72.8,2.6
UID_000083,2025-07-26 08:11:33,2025-07-26 16:37:49,30376,12.8,66.0,0.0
UID_000406,2025-07-26 08:11:42,2025-07-26 17:09:12,32250,10.1,72.2,0.0
UID_000119,2025-07-26 08:11:46,2025-07-26 17:08:20,32194,12.6,70.1,1.6
UID_000133,2025-07-26 08:11:46,2025-07-26 16:52:01,31215,12.6,67.5,0.0
UID_000131,2025-07-26 08:11:48,2025-07-26 16:54:33,31365,14.1,68.6,1.5
UID_000207,2025-07-26 08:11:51,2025-07-26 16:55:41,31430,12.5,75.3,0.0
UID_000390,2025-07-26 08:11:54,2025-07-26 16:20:48,29334,12.2,68.8,0.0
UID_000163,2025-07-26 08:11:57,2025-07-26 16:42:18,30621,12.5,76.2,0.0
UID_000478,2025-07-26 08:11:57,2025-07-26 17:02:13,31816,12.7,69.8,1.5
UID_000338,2025-07-26 08:12:13,2025-07-26 16:34:49,30156,12.4,72.5,0.0
UID_000442,2025-07-26 08:12:15,2025-07-26 16:12:29,28814,10.3,74.3,0.0
UID_000364,2025-07-26 08:12:16,2025-07-26 16:20:20,29284,12.6,70.5,0.0
UID_000013,2025-07-26 08:12:19,2025-07-26 17:09:52,32253,13.4,67.5,0.0
UID_000348,2025-07-26 08:12:21,2025-07-26 16:44:08,30707,10.6,75.6,0.0
UID_000146,2025-07-26 08:12:23,2025-07-26 16:24:54,29551,11.7,69.4,0.0
UID_000081,2025-07-26 08:12:25,2025-07-26 16:50:00,31055,11.0,68.1,0.0
UID_000411,2025-07-26 08:12:25,2025-07-26 16:55:27,31382,10.5,67.0,0.0
UID_000244,2025-07-26 08:12:27,2025-07-26 16:41:34,30547,12.1,71.2,0.0
UID_000170,2025-07-26 08:12:30,2025-07-26 16:37:21,30291,9.7,67.8,0.0
UID_000187,2025-07-26 08:12:34,2025-07-26 16:49:40,31026,13.0,74.2,0.0
UID_000257,2025-07-26 08:12:38,2025-07-26 16:18:29,29151,11.1,72.2,0.0
UID_000258,2025-07-26 08:12:45,2025-07-26 17:07:56,32111,12.5,68.1,0.0
UID_000476,2025-07-26 08:12:48,2025-07-26 16:12:58,28810,11.9,70.7,0.0
UID_000114,2025-07-26 08:12:54,2025-07-26 16:35:22,30148,10.1,69.6,0.0
UID_000426,2025-07-26 08:12:56,2025-07-26 16:26:13,29597,12.0,67.5,0.0
UID_000357,2025-07-26 08:13:00,2025-07-26 16:41:11,30491,10.8,75.5,0.0
UID_000333,2025-07-26 08:13:05,2025-07-26 16:45:42,30757,11.8,72.2,0.0
UID_000064,2025-07-26 08:13:09,2025-07-26 16:50:24,31035,11.7,76.2,0.0
UID_000213,2025-07-26 08:13:23,2025-07-26 17:08:54,32131,10.8,71.8,3.0
UID_000382,2025-07-26 08:13:23,2025-07-26 16:24:26,29463,11.6,71.0,0.0
UID_000231,2025-07-26 08:13:25,2025-07-26 16:23:21,29396,10.2,77.1,1.2
UID_000336,2025-07-26 08:13:25,2025-07-26 17:05:11,31906,11.8,70.7,1.4
UID_000418,2025-07-26 08:13:25,2025-07-26 17:07:05,32020,13.4,74.3,0.0
UID_000032,2025-07-26 08:13:27,2025-07-26 17:05:47,31940,11.9,71.3,0.0
UID_000249,2025-07-26 08:13:42,2025-07-26 17:03:35,31793,11.9,67.9,0.0
UID_000152,2025-07-26 08:13:47,2025-07-26 16:34:10,30023,8.7,74.6,0.0
UID_000179,2025-07-26 08:13:47,2025-07-26 16:39:00,30313,9.3,70.4,0.0
UID_000011,2025-07-26 08:13:49,2025-07-26 16:31:42,29873,10.2,73.2,0.0
UID_000115,2025-07-26 08:13:55,2025-07-26 16:59:35,31540,10.9,74.1,0.7
UID_000313,2025-07-26 08:14:18,2025-07-26 16:27:29,29591,11.3,74.9,0.0
UID_000149,2025-07-26 08:14:19,2025-07-26 16:45:08,30649,10.4,67.6,0.0
UID_000269,2025-07-26 08:14:19,2025-07-26 16:22:34,29295,11.2,74.2,0.0
UID_000109,2025-07-26 08:14:21,2025-07-26 16:57:40,31399,9.3,70.1,0.0
UID_000265,2025-07-26 08:14:26,2025-07-26 16:23:15,29329,11.8,68.8,0.0
UID_000151,2025-07-26 08:14:36,2025-07-26 17:10:34,32158,11.3,69.9,0.0
UID_000471,2025-07-26 08:14:38,2025-07-26 16:54:54,31216,13.8,70.8,0.0
UID_000277,2025-07-26 08:14:44,2025-07-26 16:41:11,30387,9.7,68.7,0.0
UID_000288,2025-07-26 08:14:46,2025-07-26 16:48:27,30821,10.9,75.9,0.0
UID_000089,2025-07-26 08:14:47,2025-07-26 16:46:52,30725,12.6,70.1,2.1
UID_000040,2025-07-26 08:14:50,2025-07-26 16:20:49,29159,12.9,75.6,0.8
UID_000490,2025-07-26 08:14:50,2025-07-26 16:53:06,31096,9.2,72.3,0.0
UID_000034,2025-07-26 08:14:55,2025-07-26 16:26:23,29488,8.8,69.3,1.0
UID_000071,2025-07-26 08:14:59,2025-07-26 17:12:38,32259,9.4,71.8,0.0
UID_000358,2025-07-26 08:15:00,2025-07-26 16:21:20,29180,12.4,74.7,0.0
UID_000350,2025-07-26 08:15:02,2025-07-26 16:37:25,30143,10.0,75.0,2.8
UID_000221,2025-07-26 08:15:03,2025-07-26 16:52:07,31024,13.4,72.6,0.0
UID_000176,2025-07-26 08:15:04,2025-07-26 16:16:41,28897,10.1,77.0,0.0
UID_000405,2025-07-26 08:15:05,2025-07-26 16:22:48,29263,8.8,69.0,0.0
UID_000140,2025-07-26 08:15:06,2025-07-26 16:26:06,29460,11.8,68.4,0.0
UID_000472,2025-07-26 08:15:09,2025-07-26 16:44:38,30569,11.0,75.5,0.0
UID_000057,2025-07-26 08:15:15,2025-07-26 16:45:02,30587,11.2,75.7,0.0
UID_000074,2025-07-26 08:15:18,2025-07-26 16:49:46,30868,11.5,77.4,0.0
UID_000162,2025-07-26 08:15:22,2025-07-26 16:58:06,31364,11.8,72.8,0.0
UID_000046,2025-07-26 08:15:25,2025-07-26 17:10:24,32099,12.5,74.1,0.0
UID_000377,2025-07-26 08:15:26,2025-07-26 16:41:09,30343,12.3,68.5,0.0
UID_000293,2025-07-26 08:15:35,2025-07-26 16:56:09,31234,10.9,69.1,0.0
UID_000407,2025-07-26 08:15:42,2025-07-26 17:04:49,31747,10.8,69.4,0.0
UID_000436,2025-07-26 08:15:47,2025-07-26 16:20:55,29108,10.7,72.6,0.0
UID_000270,2025-07-26 08:15:53,2025-07-26 16:43:02,30429,8.8,72.5,0.0
UID_000311,2025-07-26 08:15:54,2025-07-26 16:58:30,31356,8.6,71.8,0.0
UID_000361,2025-07-26 08:15:57,2025-07-26 16:35:54,29997,12.1,70.3,0.0
UID_000106,2025-07-26 08:15:58,2025-07-26 16:46:11,30613,9.5,74.5,0.0
UID_000214,2025-07-26 08:16:02,2025-07-26 16:24:51,29329,10.9,76.3,0.0
UID_000429,2025-07-26 08:16:02,2025-07-26 16:47:30,30688,8.8,72.5,0.0
UID_000239,2025-07-26 08:16:08,2025-07-26 16:16:27,28819,11.3,74.8,0.0
UID_000493,2025-07-26 08:16:14,2025-07-26 16:56:58,31244,10.9,73.1,0.0
UID_000315,2025-07-26 08:16:21,2025-07-26 17:00:12,31431,11.0,74.3,0.0
UID_000376,2025-07-26 08:16:21,2025-07-26 17:02:58,31597,8.7,72.3,0.0
UID_000128,2025-07-26 08:16:24,2025-07-26 16:51:30,30906,13.2,71.7,0.0
UID_000218,2025-07-26 08:16:39,2025-07-26 16:37:42,30063,12.0,75.4,0.0
UID_000415,2025-07-26 08:16:45,2025-07-26 16:23:39,29214,10.7,67.6,2.0
UID_000401,2025-07-26 08:16:46,2025-07-26 16:25:04,29298,11.9,69.8,1.8
UID_000121,2025-07-26 08:16:52,2025-07-26 16:34:16,29844,12.2,77.0,0.0
UID_000084,2025-07-26 08:17:02,2025-07-26 16:35:22,29900,12.3,72.4,0.0
UID_000274,2025-07-26 08:17:07,2025-07-26 16:45:26,30499,13.0,73.8,0.0
UID_000233,2025-07-26 08:17:31,2025-07-26 16:43:55,30384,10.1,70.0,0.0
UID_000078,2025-07-26 08:17:39,2025-07-26 17:16:10,32311,11.9,70.7,0.0
UID_000181,2025-07-26 08:17:39,2025-07-26 16:23:52,29173,11.7,77.3,2.6
UID_000228,2025-07-26 08:17:40,2025-07-26 16:38:57,30077,10.3,73.7,2.1
UID_000460,2025-07-26 08:17:40,2025-07-26 16:45:08,30448,9.5,72.3,0.0
UID_000329,2025-07-26 08:17:46,2025-07-26 16:42:57,30311,10.4,69.2,0.0
UID_000122,2025-07-26 08:17:54,2025-07-26 16:51:53,30839,11.1,70.0,0.0
UID_000164,2025-07-26 08:18:11,2025-07-26 16:41:59,30228,12.3,73.2,0.0
UID_000048,2025-07-26 08:18:12,2025-07-26 17:08:38,31826,13.5,71.5,0.0
UID_000304,2025-07-26 08:18:12,2025-07-26 16:59:16,31264,11.8,70.0,0.0
UID_000248,2025-07-26 08:18:16,2025-07-26 16:27:00,29324,13.1,72.0,0.0
UID_000183,2025-07-26 08:18:27,2025-07-26 16:37:42,29955,12.7,69.1,0.0
UID_000079,2025-07-26 08:18:29,2025-07-26 16:56:25,31076,11.9,68.6,0.0
UID_000451,2025-07-26 08:18:34,2025-07-26 16:28:55,29421,12.4,68.4,0.9
UID_000330,2025-07-26 08:18:38,2025-07-26 17:08:47,31809,12.2,71.1,0.0
UID_000103,2025-07-26 08:18:52,2025-07-26 17:03:44,31492,12.9,70.6,0.0
UID_000020,2025-07-26 08:18:57,2025-07-26 16:52:57,30840,13.4,76.9,0.0
UID_000404,2025-07-26 08:18:57,2025-07-26 17:05:32,31595,12.1,69.4,0.0
UID_000489,2025-07-26 08:18:59,2025-07-26 16:46:01,30422,11.8,69.9,0.0
UID_000215,2025-07-26 08:19:02,2025-07-26 16:28:15,29353,10.3,72.4,0.0
UID_000107,2025-07-26 08:19:06,2025-07-26 16:39:10,30004,13.0,73.3,0.0
UID_000492,2025-07-26 08:19:13,2025-07-26 17:00:00,31247,9.8,68.6,0.0
UID_000129,2025-07-26 08:19:15,2025-07-26 16:25:34,29179,11.7,72.8,0.0
UID_000219,2025-07-26 08:19:15,2025-07-26 17:09:47,31832,14.0,72.9,0.0
UID_000474,2025-07-26 08:19:16,2025-07-26 16:55:48,30992,8.9,74.6,0.0
UID_000432,2025-07-26 08:19:36,2025-07-26 16:55:50,30974,11.6,69.0,0.0
UID_000052,2025-07-26 08:20:00,2025-07-26 17:08:42,31722,11.4,72.0,0.0
UID_000310,2025-07-26 08:20:00,2025-07-26 16:31:48,29508,12.6,78.9,0.0
UID_000195,2025-07-26 08:20:03,2025-07-26 16:37:38,29855,11.9,68.8,0.0
UID_000254,2025-07-26 08:20:03,2025-07-26 17:15:02,32099,9.2,74.7,1.1
UID_000039,2025-07-26 08:20:05,2025-07-26 16:53:28,30803,10.6,68.4,0.0
UID_000236,2025-07-26 08:20:12,2025-07-26 16:46:35,30383,8.5,69.4,0.0
UID_000035,2025-07-26 08:20:34,2025-07-26 17:03:31,31377,11.0,68.3,0.0
UID_000097,2025-07-26 08:20:36,2025-07-26 16:38:14,29858,10.4,68.3,0.0
UID_000318,2025-07-26 08:20:46,2025-07-26 17:00:50,31204,13.2,76.6,0.0
UID_000030,2025-07-26 08:20:52,2025-07-26 16:59:20,31108,12.3,76.6,0.0
UID_000250,2025-07-26 08:20:57,2025-07-26 17:17:26,32189,10.2,70.5,0.0
UID_000421,2025-07-26 08:20:58,2025-07-26 16:41:40,30042,12.3,74.6,0.0
UID_000430,2025-07-26 08:21:00,2025-07-26 17:16:03,32103,9.3,73.1,0.0
UID_000028,2025-07-26 08:21:06,2025-07-26 16:41:16,30010,12.3,70.4,1.7
UID_000302,2025-07-26 08:21:10,2025-07-26 16:47:54,30404,10.3,70.6,0.0
UID_000284,2025-07-26 08:21:14,2025-07-26 16:27:20,29166,10.9,67.5,0.9
UID_000158,2025-07-26 08:21:15,2025-07-26 16:59:16,31081,10.0,72.9,0.0
UID_000166,2025-07-26 08:21:27,2025-07-26 16:37:47,29780,12.0,69.9,0.0
UID_000448,2025-07-26 08:21:30,2025-07-26 16:43:15,30105,11.6,75.0,0.0
UID_000477,2025-07-26 08:21:36,2025-07-26 16:31:36,29400,11.6,65.9,0.0
UID_000289,2025-07-26 08:21:44,2025-07-26 16:49:28,30464,10.6,68.1,0.0
UID_000351,2025-07-26 08:21:58,2025-07-26 16:49:33,30455,11.1,73.0,0.0
UID_000004,2025-07-26 08:22:14,2025-07-26 16:38:11,29757,10.5,78.4,0.0
UID_000160,2025-07-26 08:22:17,2025-07-26 16:42:35,30018,8.9,70.7,0.0
UID_000360,2025-07-26 08:22:22,2025-07-26 17:08:16,31554,12.8,75.7,0.0
UID_000397,2025-07-26 08:22:22,2025-07-26 16:57:10,30888,11.1,67.5,1.2
UID_000184,2025-07-26 08:22:27,2025-07-26 16:28:08,29141,9.5,73.3,1.5
UID_000294,2025-07-26 08:22:27,2025-07-26 16:46:55,30268,9.0,75.9,0.0
UID_000208,2025-07-26 08:22:29,2025-07-26 16:42:42,30013,13.8,74.3,0.0
UID_000345,2025-07-26 08:22:29,2025-07-26 17:14:52,31943,8.9,68.4,0.0
UID_000063,2025-07-26 08:22:33,2025-07-26 16:36:15,29622,10.4,76.8,0.0
UID_000132,2025-07-26 08:22:39,2025-07-26 17:05:13,31354,12.8,76.9,0.0
UID_000388,2025-07-26 08:22:45,2025-07-26 17:02:55,31210,10.5,68.6,0.0
UID_000285,2025-07-26 08:22:47,2025-07-26 17:17:53,32106,10.2,72.7,0.0
UID_000199,2025-07-26 08:22:49,2025-07-26 16:36:29,29620,9.4,67.3,0.0
UID_000386,2025-07-26 08:22:52,2025-07-26 16:29:56,29224,12.6,71.5,2.9
UID_000362,2025-07-26 08:22:54,2025-07-26 16:33:52,29458,11.8,72.7,2.1
UID_000428,2025-07-26 08:22:56,2025-07-26 16:53:30,30634,10.9,71.0,0.0
UID_000264,2025-07-26 08:22:57,2025-07-26 17:14:30,31893,13.0,71.7,0.0
UID_000016,2025-07-26 08:23:02,2025-07-26 16:58:19,30917,10.8,67.9,0.0
UID_000241,2025-07-26 08:23:05,2025-07-26 16:27:19,29054,12.9,66.6,0.0
UID_000147,2025-07-26 08:23:06,2025-07-26 17:03:14,31208,11.4,74.1,0.0
UID_000116,2025-07-26 08:23:08,2025-07-26 16:54:38,30690,9.4,70.4,0.0
UID_000153,2025-07-26 08:23:09,2025-07-26 16:35:35,29546,12.7,76.4,0.0
UID_000061,2025-07-26 08:23:11,2025-07-26 16:54:47,30696,11.4,72.4,0.0
UID_000045,2025-07-26 08:23:19,2025-07-26 17:10:38,31639,13.1,71.9,0.0
UID_000486,2025-07-26 08:23:22,2025-07-26 16:36:47,29605,12.5,68.6,0.0
UID_000275,2025-07-26 08:23:35,2025-07-26 16:32:21,29326,11.0,72.1,0.0
UID_000482,2025-07-26 08:23:35,2025-07-26 17:23:28,32393,11.3,65.7,0.0
UID_000105,2025-07-26 08:23:37,2025-07-26 17:14:47,31870,10.0,69.8,0.0
UID_000220,2025-07-26 08:23:39,2025-07-26 17:07:51,31452,12.9,69.7,0.0
UID_000047,2025-07-26 08:23:44,2025-07-26 17:23:08,32364,10.1,74.4,0.0
UID_000375,2025-07-26 08:23:47,2025-07-26 17:03:51,31204,11.2,72.8,0.0
UID_000245,2025-07-26 08:24:06,2025-07-26 16:59:33,30927,10.0,70.2,0.0
UID_000002,2025-07-26 08:24:22,2025-07-26 17:19:06,32084,10.2,67.6,0.0
UID_000139,2025-07-26 08:24:27,2025-07-26 16:53:52,30565,8.7,75.6,0.0
UID_000182,2025-07-26 08:24:29,2025-07-26 16:40:25,29756,11.3,74.7,2.5
UID_000366,2025-07-26 08:24:39,2025-07-26 16:54:41,30602,10.5,74.2,0.0
UID_000193,2025-07-26 08:24:50,2025-07-26 17:19:53,32103,11.9,73.8,0.0
UID_000123,2025-07-26 08:24:54,2025-07-26 16:53:54,30540,11.4,70.8,0.0
UID_000060,2025-07-26 08:24:59,2025-07-26 16:45:36,30037,8.5,70.5,0.0
UID_000494,2025-07-26 08:25:01,2025-07-26 17:18:33,32012,9.8,73.3,2.0
UID_000456,2025-07-26 08:25:04,2025-07-26 16:37:43,29559,13.7,74.2,0.0
UID_000359,2025-07-26 08:25:16,2025-07-26 17:16:06,31850,12.6,66.0,0.0
UID_000337,2025-07-26 08:25:17,2025-07-26 16:41:18,29761,11.1,75.2,0.0
UID_000050,2025-07-26 08:25:18,2025-07-26 17:14:47,31769,10.8,69.8,0.0
UID_000197,2025-07-26 08:25:24,2025-07-26 17:13:39,31695,12.1,77.0,0.0
UID_000180,2025-07-26 08:25:29,2025-07-26 16:56:24,30655,9.4,72.1,0.0
UID_000443,2025-07-26 08:25:30,2025-07-26 17:18:01,31951,11.1,76.7,0.0
UID_000378,2025-07-26 08:25:36,2025-07-26 17:16:00,31824,13.5,74.4,0.0
UID_000276,2025-07-26 08:25:37,2025-07-26 17:02:11,30994,10.0,70.5,0.0
UID_000022,2025-07-26 08:25:45,2025-07-26 16:27:55,28930,11.9,71.4,0.0
UID_000087,2025-07-26 08:25:50,2025-07-26 16:37:45,29515,9.4,68.6,0.0
UID_000343,2025-07-26 08:25:50,2025-07-26 17:02:45,31015,9.0,76.4,0.0
UID_000480,2025-07-26 08:26:05,2025-07-26 17:18:36,31951,11.3,72.4,0.9
UID_000261,2025-07-26 08:26:17,2025-07-26 16:55:00,30523,11.8,71.3,1.7
UID_000096,2025-07-26 08:26:21,2025-07-26 16:53:30,30429,9.5,67.7,1.7
UID_000341,2025-07-26 08:26:22,2025-07-26 16:26:36,28814,11.5,70.4,0.0
UID_000098,2025-07-26 08:26:25,2025-07-26 17:21:23,32098,8.7,69.7,0.0
UID_000272,2025-07-26 08:26:30,2025-07-26 17:01:32,30902,12.5,71.3,0.0
UID_000159,2025-07-26 08:26:32,2025-07-26 16:36:07,29375,11.0,68.0,0.0
UID_000088,2025-07-26 08:26:36,2025-07-26 16:59:08,30752,11.6,67.8,0.0
UID_000235,2025-07-26 08:26:41,2025-07-26 16:45:37,29936,8.9,66.2,0.0
UID_000410,2025-07-26 08:26:41,2025-07-26 17:01:59,30918,12.1,75.1,0.0
UID_000332,2025-07-26 08:26:43,2025-07-26 16:41:32,29689,11.1,76.2,0.0
UID_000148,2025-07-26 08:26:56,2025-07-26 16:34:31,29255,8.9,71.8,0.0
UID_000169,2025-07-26 08:27:14,2025-07-26 16:37:55,29441,11.1,76.8,0.0
UID_000054,2025-07-26 08:27:37,2025-07-26 17:16:14,31717,9.7,74.8,2.1
UID_000222,2025-07-26 08:27:52,2025-07-26 16:31:41,29029,9.0,75.1,0.0
UID_000229,2025-07-26 08:27:52,2025-07-26 16:56:42,30530,11.0,71.4,0.0
UID_000056,2025-07-26 08:27:57,2025-07-26 16:42:13,29656,12.2,70.4,1.7
UID_000409,2025-07-26 08:27:57,2025-07-26 17:00:47,30770,13.9,75.7,0.0
UID_000268,2025-07-26 08:28:08,2025-07-26 16:36:54,29326,12.8,75.2,0.0
UID_000055,2025-07-26 08:28:10,2025-07-26 17:18:02,31792,11.6,71.2,0.0
UID_000479,2025-07-26 08:28:14,2025-07-26 16:53:32,30318,10.5,77.7,0.0
UID_000093,2025-07-26 08:28:19,2025-07-26 16:59:35,30676,11.9,70.0,0.0
UID_000381,2025-07-26 08:28:25,2025-07-26 16:51:10,30165,9.9,74.8,0.0
UID_000051,2025-07-26 08:28:29,2025-07-26 16:54:41,30372,11.4,75.3,0.0
UID_000309,2025-07-26 08:28:31,2025-07-26 16:30:36,28925,10.3,72.8,0.0
UID_000326,2025-07-26 08:28:37,2025-07-26 16:41:18,29561,10.6,67.6,0.0
UID_000500,2025-07-26 08:28:42,2025-07-26 17:09:15,31233,9.1,72.2,1.8
UID_000062,2025-07-26 08:28:49,2025-07-26 16:44:08,29719,11.2,69.6,0.0
UID_000379,2025-07-26 08:28:49,2025-07-26 17:25:54,32225,10.1,69.1,0.0
UID_000015,2025-07-26 08:28:58,2025-07-26 16:49:56,30058,12.6,77.5,0.0
UID_000090,2025-07-26 08:29:09,2025-07-26 17:15:28,31579,13.0,72.1,0.8
UID_000113,2025-07-26 08:29:09,2025-07-26 17:06:36,31047,11.5,72.4,0.0
UID_000237,2025-07-26 08:29:11,2025-07-26 17:07:17,31086,10.8,75.1,0.0
UID_000316,2025-07-26 08:29:17,2025-07-26 17:19:39,31822,12.1,75.9,0.0
UID_000319,2025-07-26 08:29:29,2025-07-26 17:08:49,31160,10.9,71.3,0.0
UID_000467,2025-07-26 08:29:45,2025-07-26 16:42:47,29582,9.5,70.6,0.0
UID_000038,2025-07-26 08:29:52,2025-07-26 16:52:18,30146,11.2,70.7,0.0
UID_000253,2025-07-26 08:29:53,2025-07-26 17:11:41,31308,11.4,69.6,0.0
UID_000347,2025-07-26 08:29:59,2025-07-26 17:07:16,31037,11.4,71.5,0.0
UID_000483,2025-07-26 08:30:00,2025-07-26 16:49:23,29963,10.0,71.0,0.0
UID_000201,2025-07-26 08:30:09,2025-07-26 16:41:08,29459,10.3,72.4,0.0
UID_000138,2025-07-26 08:30:13,2025-07-26 17:19:04,31731,12.1,69.3,0.0
UID_000307,2025-07-26 08:30:28,2025-07-26 17:05:22,30894,11.9,65.9,1.8
UID_000273,2025-07-26 08:30:35,2025-07-26 16:49:51,29956,9.7,70.3,0.0
UID_000491,2025-07-26 08:30:38,2025-07-26 17:05:00,30862,8.6,68.4,0.0
UID_000400,2025-07-26 08:30:44,2025-07-26 16:42:05,29481,10.2,74.4,1.4
UID_000117,2025-07-26 08:30:55,2025-07-26 17:04:22,30807,14.3,71.7,0.0
UID_000370,2025-07-26 08:31:07,2025-07-26 16:45:53,29686,9.3,74.5,0.0
UID_000124,2025-07-26 08:31:11,2025-07-26 17:09:32,31101,10.0,78.8,0.0
UID_000435,2025-07-26 08:31:16,2025-07-26 16:52:25,30069,11.8,67.8,0.0
UID_000305,2025-07-26 08:31:17,2025-07-26 16:34:14,28977,9.8,69.7,0.0
UID_000299,2025-07-26 08:31:22,2025-07-26 17:22:25,31863,12.9,76.4,0.0
UID_000007,2025-07-26 08:31:40,2025-07-26 16:54:19,30159,10.7,67.7,0.0
UID_000413,2025-07-26 08:31:55,2025-07-26 17:25:08,31993,10.6,72.4,0.0
UID_000178,2025-07-26 08:32:12,2025-07-26 16:41:14,29342,10.4,77.1,0.0
UID_000346,2025-07-26 08:32:13,2025-07-26 16:59:10,30417,9.7,68.5,1.3
UID_000368,2025-07-26 08:32:18,2025-07-26 16:51:24,29946,9.1,68.0,0.0
UID_000446,2025-07-26 08:32:20,2025-07-26 16:32:43,28823,10.6,71.8,0.0
UID_000322,2025-07-26 08:32:22,2025-07-26 16:40:23,29281,11.5,76.2,0.0
UID_000196,2025-07-26 08:32:48,2025-07-26 17:00:03,30435,10.3,68.4,0.0
UID_000352,2025-07-26 08:32:49,2025-07-26 17:06:42,30833,10.3,74.9,0.0
UID_000420,2025-07-26 08:33:03,2025-07-26 16:59:20,30377,11.5,74.5,1.5
UID_000385,2025-07-26 08:33:13,2025-07-26 16:57:26,30253,8.9,74.9,0.0
UID_000308,2025-07-26 08:33:24,2025-07-26 16:35:39,28935,12.2,73.4,1.2
UID_000251,2025-07-26 08:33:25,2025-07-26 17:06:39,30794,11.8,70.5,0.0
UID_000440,2025-07-26 08:33:33,2025-07-26 17:09:09,30936,11.7,76.6,0.0
UID_000242,2025-07-26 08:33:56,2025-07-26 17:12:30,31114,9.5,75.8,0.0
UID_000202,2025-07-26 08:33:59,2025-07-26 17:29:07,32108,12.1,67.9,0.0
UID_000339,2025-07-26 08:34:05,2025-07-26 16:41:22,29237,13.2,75.5,0.0
UID_000209,2025-07-26 08:34:06,2025-07-26 17:15:43,31297,12.4,75.5,0.0
UID_000206,2025-07-26 08:34:09,2025-07-26 16:59:28,30319,11.0,69.7,0.0
UID_000240,2025-07-26 08:34:21,2025-07-26 17:15:02,31241,10.3,75.7,0.0
UID_000353,2025-07-26 08:34:21,2025-07-26 17:26:22,31921,11.2,72.9,2.0
UID_000118,2025-07-26 08:34:32,2025-07-26 17:19:53,31521,11.3,66.7,1.3
UID_000441,2025-07-26 08:34:40,2025-07-26 17:25:50,31870,10.5,71.8,1.6
UID_000075,2025-07-26 08:34:52,2025-07-26 17:22:05,31633,10.8,74.0,0.0
UID_000092,2025-07-26 08:35:06,2025-07-26 17:28:23,31997,10.1,66.4,1.7
UID_000155,2025-07-26 08:35:08,2025-07-26 17:18:44,31416,9.6,73.9,0.0
UID_000419,2025-07-26 08:35:21,2025-07-26 17:28:03,31962,12.1,69.3,0.0
UID_000044,2025-07-26 08:35:37,2025-07-26 16:58:38,30181,8.9,73.7,0.0
UID_000174,2025-07-26 08:35:49,2025-07-26 17:17:24,31295,11.4,68.3,0.0
UID_000026,2025-07-26 08:36:15,2025-07-26 16:43:51,29256,10.5,75.9,2.2
UID_000072,2025-07-26 08:36:19,2025-07-26 17:16:26,31207,11.2,69.6,0.0
UID_000434,2025-07-26 08:36:21,2025-07-26 17:26:25,31804,9.8,75.1,0.0
UID_000444,2025-07-26 08:36:27,2025-07-26 16:46:49,29422,12.1,75.1,0.0
UID_000365,2025-07-26 08:36:51,2025-07-26 16:56:04,29953,12.3,70.3,0.0
UID_000296,2025-07-26 08:37:02,2025-07-26 17:27:43,31841,10.7,73.7,0.0
UID_000200,2025-07-26 08:37:03,2025-07-26 16:37:37,28834,8.2,68.3,0.0
UID_000108,2025-07-26 08:37:17,2025-07-26 17:17:51,31234,11.9,77.0,0.0
UID_000374,2025-07-26 08:37:25,2025-07-26 17:14:47,31042,13.1,65.8,0.0
UID_000389,2025-07-26 08:37:33,2025-07-26 17:09:19,30706,12.2,69.0,0.0
UID_000217,2025-07-26 08:37:35,2025-07-26 16:49:46,29531,10.4,70.4,0.0
