username,login_time,auth_type,hostname,remote_ip,session_duration_seconds,hour,day_of_week,is_weekend,is_abnormal
varun,2025-06-05 04:25:16,local,varun-laptop,10.0.0.12,6616,4,Thursday,False,1
swati,2025-06-01 18:03:16,local,swati-laptop,192.168.1.5,6441,18,Sunday,True,0
deepa,2025-05-27 17:43:16,local,deepa-laptop,10.0.0.12,2488,17,Tuesday,False,0
ritu,2025-06-18 14:26:16,local,manish-laptop,198.51.100.22,4910,14,Wednesday,False,1
manish,2025-06-23 19:44:16,sso,manish-laptop,10.0.0.12,9653,19,Monday,False,0
rahul,2025-06-23 01:20:16,sso,rahul-laptop,172.16.5.9,12088,1,Monday,False,1
arjun,2025-06-24 10:14:16,ssh,arjun-laptop,10.0.0.12,9751,10,Tuesday,False,1
preeti,2025-05-26 17:30:16,ssh,preeti-laptop,10.0.0.12,11523,17,Monday,False,1
sneha,2025-06-16 13:22:16,local,sneha-laptop,203.0.113.45,4841,13,Monday,False,1
ritu,2025-06-20 05:52:16,local,ritu-laptop,172.16.5.9,10085,5,Friday,False,1
ritu,2025-05-25 02:49:16,local,ritu-laptop,10.0.0.12,14350,2,Sunday,True,1
preeti,2025-06-18 05:12:16,local,preeti-laptop,203.0.113.45,10284,5,Wednesday,False,1
preeti,2025-06-03 22:04:16,local,preeti-laptop,203.0.113.45,12703,22,Tuesday,False,1
neha,2025-06-18 14:05:16,local,neha-laptop,192.168.1.5,5487,14,Wednesday,False,0
arjun,2025-06-18 04:20:16,local,arjun-laptop,203.0.113.45,2670,4,Wednesday,False,1
ritu,2025-06-21 18:22:16,ssh,ritu-laptop,172.16.5.9,9838,18,Saturday,True,0
kiran,2025-05-27 22:25:16,local,kiran-laptop,192.168.1.5,6094,22,Tuesday,False,1
manish,2025-06-18 20:09:16,local,manish-laptop,192.168.1.5,6927,20,Wednesday,False,0
arjun,2025-06-03 05:17:16,local,arjun-laptop,203.0.113.45,6719,5,Tuesday,False,1
deepa,2025-06-13 10:57:16,local,deepa-laptop,172.16.5.9,604,10,Friday,False,0
yash,2025-06-21 05:04:16,local,yash-laptop,172.16.5.9,9910,5,Saturday,True,1
ritu,2025-05-28 23:44:16,local,ritu-laptop,192.168.1.5,2183,23,Wednesday,False,1
yash,2025-06-14 22:30:16,local,vikram-laptop,10.0.0.12,11591,22,Saturday,True,1
swati,2025-05-30 05:50:16,vpn,swati-laptop,198.51.100.22,13622,5,Friday,False,1
swati,2025-06-20 06:45:16,ssh,swati-laptop,10.0.0.12,1386,6,Friday,False,1
yash,2025-06-06 10:49:16,local,yash-laptop,198.51.100.22,414,10,Friday,False,1
varun,2025-06-06 15:13:16,local,varun-laptop,198.51.100.22,2968,15,Friday,False,1
ritu,2025-06-18 17:17:16,sso,ritu-laptop,172.16.5.9,6689,17,Wednesday,False,0
sneha,2025-06-20 04:44:16,vpn,vikram-laptop,10.0.0.12,10018,4,Friday,False,1
kiran,2025-06-22 05:52:16,local,kiran-laptop,10.0.0.12,5465,5,Sunday,True,1
anil,2025-05-31 21:45:16,local,anil-laptop,203.0.113.45,6367,21,Saturday,True,1
varun,2025-06-18 16:31:16,local,varun-laptop,172.16.5.9,3354,16,Wednesday,False,0
deepa,2025-06-07 15:03:16,sso,deepa-laptop,192.168.1.5,11532,15,Saturday,True,1
arjun,2025-05-30 10:23:16,local,arjun-laptop,10.0.0.12,1566,10,Friday,False,0
yash,2025-05-26 18:57:16,ssh,yash-laptop,10.0.0.12,5537,18,Monday,False,0
vikram,2025-06-10 18:18:16,local,vikram-laptop,192.168.1.5,6050,18,Tuesday,False,0
manish,2025-05-31 13:10:16,local,manish-laptop,192.168.1.5,318,13,Saturday,True,0
meena,2025-05-24 23:32:16,local,meena-laptop,203.0.113.45,12945,23,Saturday,True,1
arjun,2025-06-23 11:47:16,local,arjun-laptop,192.168.1.5,8995,11,Monday,False,0
preeti,2025-05-25 22:41:16,vpn,preeti-laptop,192.168.1.5,3681,22,Sunday,True,1
yash,2025-06-20 06:14:16,local,rajat-laptop,10.0.0.12,8600,6,Friday,False,1
deepa,2025-06-06 06:23:16,local,deepa-laptop,198.51.100.22,1250,6,Friday,False,1
varun,2025-06-01 10:48:16,vpn,varun-laptop,198.51.100.22,12888,10,Sunday,True,1
varun,2025-06-10 14:28:16,local,varun-laptop,192.168.1.5,11900,14,Tuesday,False,1
varun,2025-05-29 01:53:16,local,simar-laptop,10.0.0.12,7451,1,Thursday,False,1
preeti,2025-06-21 12:25:16,local,preeti-laptop,203.0.113.45,13326,12,Saturday,True,1
kiran,2025-06-19 06:41:16,local,kiran-laptop,172.16.5.9,6334,6,Thursday,False,1
arjun,2025-06-12 06:07:16,ssh,arjun-laptop,198.51.100.22,1250,6,Thursday,False,1
preeti,2025-05-29 07:04:16,sso,preeti-laptop,10.0.0.12,10634,7,Thursday,False,1
anil,2025-06-16 07:33:16,sso,anil-laptop,192.168.1.5,3999,7,Monday,False,1
neha,2025-05-28 05:13:16,local,neha-laptop,10.0.0.12,2048,5,Wednesday,False,1
ankita,2025-05-29 20:40:16,local,ankita-laptop,172.16.5.9,12514,20,Thursday,False,1
neha,2025-06-07 06:48:16,local,neha-laptop,203.0.113.45,11219,6,Saturday,True,1
simar,2025-06-04 21:39:16,ssh,simar-laptop,10.0.0.12,2151,21,Wednesday,False,1
rahul,2025-06-20 13:08:16,local,rahul-laptop,172.16.5.9,8661,13,Friday,False,0
neha,2025-05-29 01:42:16,local,neha-laptop,198.51.100.22,6751,1,Thursday,False,1
rohit,2025-06-20 02:28:16,local,rohit-laptop,192.168.1.5,3633,2,Friday,False,1
preeti,2025-06-07 18:05:16,local,preeti-laptop,198.51.100.22,3005,18,Saturday,True,1
swati,2025-05-26 17:59:16,local,swati-laptop,203.0.113.45,2788,17,Monday,False,1
rohit,2025-06-24 04:09:16,local,rohit-laptop,192.168.1.5,1331,4,Tuesday,False,1
ankita,2025-06-13 04:09:16,vpn,ankita-laptop,198.51.100.22,12470,4,Friday,False,1
vikram,2025-05-25 09:32:16,local,vikram-laptop,203.0.113.45,12162,9,Sunday,True,1
ritu,2025-06-08 21:53:16,sso,ritu-laptop,172.16.5.9,12263,21,Sunday,True,1
ankita,2025-06-17 14:16:16,ssh,ankita-laptop,172.16.5.9,8896,14,Tuesday,False,0
simar,2025-06-09 18:55:16,ssh,simar-laptop,172.16.5.9,5244,18,Monday,False,1
yash,2025-06-16 11:28:16,ssh,yash-laptop,172.16.5.9,2986,11,Monday,False,0
arjun,2025-06-19 12:39:16,vpn,arjun-laptop,172.16.5.9,1776,12,Thursday,False,0
rohit,2025-05-28 10:05:16,vpn,rohit-laptop,203.0.113.45,1458,10,Wednesday,False,1
priya,2025-06-18 06:27:16,local,priya-laptop,172.16.5.9,11380,6,Wednesday,False,1
ritu,2025-06-07 23:30:16,ssh,ritu-laptop,172.16.5.9,9431,23,Saturday,True,1
priya,2025-06-01 01:25:16,ssh,priya-laptop,172.16.5.9,12128,1,Sunday,True,1
rahul,2025-06-13 13:43:16,local,rahul-laptop,203.0.113.45,12820,13,Friday,False,1
ritu,2025-06-08 00:04:16,vpn,ritu-laptop,198.51.100.22,1279,0,Sunday,True,1
preeti,2025-06-21 04:51:16,local,preeti-laptop,198.51.100.22,4089,4,Saturday,True,1
simar,2025-06-17 00:18:16,local,simar-laptop,10.0.0.12,226,0,Tuesday,False,1
rajat,2025-05-25 20:12:16,local,rajat-laptop,172.16.5.9,12934,20,Sunday,True,1
ankita,2025-06-18 21:05:16,ssh,ankita-laptop,203.0.113.45,11156,21,Wednesday,False,1
swati,2025-06-20 19:15:16,ssh,meena-laptop,198.51.100.22,12122,19,Friday,False,1
meena,2025-06-01 19:40:16,sso,meena-laptop,192.168.1.5,12978,19,Sunday,True,1
ritu,2025-06-19 04:27:16,local,ritu-laptop,192.168.1.5,13483,4,Thursday,False,1
ankita,2025-06-16 17:35:16,vpn,ankita-laptop,172.16.5.9,9269,17,Monday,False,0
arjun,2025-05-28 04:33:16,ssh,arjun-laptop,172.16.5.9,8245,4,Wednesday,False,1
preeti,2025-06-22 18:07:16,ssh,preeti-laptop,203.0.113.45,12141,18,Sunday,True,1
swati,2025-06-19 18:52:16,vpn,swati-laptop,203.0.113.45,436,18,Thursday,False,1
manish,2025-06-07 17:56:16,sso,manish-laptop,203.0.113.45,2357,17,Saturday,True,1
simar,2025-05-25 03:22:16,local,simar-laptop,198.51.100.22,5567,3,Sunday,True,1
anil,2025-06-19 06:42:16,local,anil-laptop,192.168.1.5,8641,6,Thursday,False,1
ankita,2025-06-02 02:20:16,vpn,rahul-laptop,203.0.113.45,8078,2,Monday,False,1
kiran,2025-06-03 02:03:16,local,kiran-laptop,10.0.0.12,5413,2,Tuesday,False,1
neha,2025-06-21 04:30:16,ssh,neha-laptop,172.16.5.9,8184,4,Saturday,True,1
yash,2025-06-24 08:56:16,local,yash-laptop,203.0.113.45,12748,8,Tuesday,False,1
neha,2025-06-13 06:28:16,local,neha-laptop,203.0.113.45,3221,6,Friday,False,1
deepa,2025-06-15 23:48:16,vpn,deepa-laptop,203.0.113.45,1126,23,Sunday,True,1
rohit,2025-05-31 17:48:16,sso,rohit-laptop,10.0.0.12,9545,17,Saturday,True,0
meena,2025-06-11 23:23:16,local,meena-laptop,172.16.5.9,11983,23,Wednesday,False,1
yash,2025-05-29 18:55:16,ssh,yash-laptop,198.51.100.22,7972,18,Thursday,False,1
swati,2025-06-09 16:08:16,local,swati-laptop,192.168.1.5,9964,16,Monday,False,0
arjun,2025-06-01 00:15:16,sso,arjun-laptop,172.16.5.9,8213,0,Sunday,True,1
yash,2025-06-08 22:44:16,local,yash-laptop,172.16.5.9,6538,22,Sunday,True,1
kiran,2025-06-20 20:08:16,vpn,preeti-laptop,172.16.5.9,1566,20,Friday,False,1
vikram,2025-06-22 05:03:16,local,swati-laptop,172.16.5.9,1329,5,Sunday,True,1
sneha,2025-05-29 07:47:16,vpn,sneha-laptop,203.0.113.45,2145,7,Thursday,False,1
deepa,2025-06-17 10:06:16,local,deepa-laptop,203.0.113.45,4084,10,Tuesday,False,1
yash,2025-06-12 01:24:16,local,yash-laptop,203.0.113.45,1899,1,Thursday,False,1
preeti,2025-06-21 17:09:16,ssh,preeti-laptop,172.16.5.9,7482,17,Saturday,True,0
deepa,2025-06-04 16:44:16,vpn,deepa-laptop,198.51.100.22,12163,16,Wednesday,False,1
priya,2025-05-28 19:08:16,local,priya-laptop,10.0.0.12,12788,19,Wednesday,False,1
swati,2025-06-01 10:10:16,ssh,swati-laptop,203.0.113.45,6172,10,Sunday,True,1
sneha,2025-06-17 09:34:16,sso,sneha-laptop,203.0.113.45,12518,9,Tuesday,False,1
varun,2025-06-17 12:30:16,sso,varun-laptop,203.0.113.45,8687,12,Tuesday,False,1
ankita,2025-06-05 00:58:16,local,ankita-laptop,198.51.100.22,2647,0,Thursday,False,1
rahul,2025-06-13 01:32:16,local,rahul-laptop,198.51.100.22,4074,1,Friday,False,1
deepa,2025-06-05 18:42:16,ssh,deepa-laptop,192.168.1.5,7331,18,Thursday,False,0
ritu,2025-06-20 21:32:16,local,ritu-laptop,172.16.5.9,525,21,Friday,False,0
neha,2025-06-13 07:30:16,ssh,neha-laptop,198.51.100.22,10634,7,Friday,False,1
priya,2025-06-15 20:35:16,local,priya-laptop,10.0.0.12,705,20,Sunday,True,0
priya,2025-05-30 00:19:16,local,priya-laptop,172.16.5.9,6047,0,Friday,False,1
neha,2025-06-12 01:31:16,local,sneha-laptop,172.16.5.9,4070,1,Thursday,False,1
neha,2025-06-16 11:04:16,ssh,rahul-laptop,192.168.1.5,5363,11,Monday,False,1
deepa,2025-06-01 01:03:16,local,deepa-laptop,198.51.100.22,3594,1,Sunday,True,1
preeti,2025-06-20 11:00:16,local,preeti-laptop,172.16.5.9,8132,11,Friday,False,0
kiran,2025-06-01 00:46:16,ssh,kiran-laptop,172.16.5.9,4388,0,Sunday,True,1
arjun,2025-05-31 04:11:16,local,arjun-laptop,198.51.100.22,3393,4,Saturday,True,1
ankita,2025-06-14 03:18:16,ssh,ankita-laptop,172.16.5.9,1126,3,Saturday,True,1
anil,2025-06-07 15:27:16,local,anil-laptop,203.0.113.45,2139,15,Saturday,True,1
arjun,2025-05-29 00:43:16,ssh,arjun-laptop,198.51.100.22,449,0,Thursday,False,1
rajat,2025-06-19 16:40:16,local,rajat-laptop,10.0.0.12,10236,16,Thursday,False,0
ritu,2025-06-05 12:03:16,local,ritu-laptop,10.0.0.12,2979,12,Thursday,False,0
deepa,2025-06-20 08:01:16,ssh,deepa-laptop,192.168.1.5,8067,8,Friday,False,1
priya,2025-06-07 13:27:16,sso,priya-laptop,192.168.1.5,6308,13,Saturday,True,0
ankita,2025-06-09 10:36:16,vpn,ankita-laptop,198.51.100.22,995,10,Monday,False,1
rohit,2025-06-07 05:55:16,local,rohit-laptop,198.51.100.22,12316,5,Saturday,True,1
meena,2025-05-27 03:22:16,local,meena-laptop,172.16.5.9,2448,3,Tuesday,False,1
rohit,2025-06-13 10:54:16,sso,rohit-laptop,203.0.113.45,8901,10,Friday,False,1
arjun,2025-06-21 04:32:16,ssh,arjun-laptop,203.0.113.45,3509,4,Saturday,True,1
preeti,2025-06-02 11:21:16,vpn,preeti-laptop,203.0.113.45,4456,11,Monday,False,1
rohit,2025-06-21 04:27:16,local,rohit-laptop,10.0.0.12,12301,4,Saturday,True,1
swati,2025-06-07 10:27:16,local,swati-laptop,203.0.113.45,3346,10,Saturday,True,1
preeti,2025-05-27 18:18:16,local,preeti-laptop,172.16.5.9,11299,18,Tuesday,False,1
simar,2025-05-26 22:26:16,sso,simar-laptop,203.0.113.45,7592,22,Monday,False,1
manish,2025-05-27 06:57:16,sso,manish-laptop,10.0.0.12,8393,6,Tuesday,False,1
ankita,2025-06-17 23:00:16,local,meena-laptop,198.51.100.22,2773,23,Tuesday,False,1
anil,2025-06-19 12:27:16,sso,anil-laptop,172.16.5.9,2128,12,Thursday,False,0
priya,2025-06-11 11:00:16,local,priya-laptop,198.51.100.22,3613,11,Wednesday,False,1
rajat,2025-05-30 12:09:16,local,rajat-laptop,172.16.5.9,7602,12,Friday,False,0
rahul,2025-06-18 13:22:16,local,rahul-laptop,198.51.100.22,7341,13,Wednesday,False,1
anil,2025-06-18 09:00:16,local,anil-laptop,172.16.5.9,12119,9,Wednesday,False,1
yash,2025-05-29 14:38:16,local,yash-laptop,198.51.100.22,7178,14,Thursday,False,1
anil,2025-06-11 12:56:16,sso,anil-laptop,198.51.100.22,11062,12,Wednesday,False,1
deepa,2025-06-12 11:21:16,sso,deepa-laptop,10.0.0.12,8690,11,Thursday,False,0
rohit,2025-05-27 18:49:16,ssh,rohit-laptop,198.51.100.22,3279,18,Tuesday,False,1
rahul,2025-06-10 08:35:16,local,rahul-laptop,10.0.0.12,8581,8,Tuesday,False,1
vikram,2025-06-17 12:24:16,local,vikram-laptop,203.0.113.45,3568,12,Tuesday,False,1
deepa,2025-06-12 09:18:16,sso,deepa-laptop,10.0.0.12,4402,9,Thursday,False,0
neha,2025-06-14 10:14:16,local,neha-laptop,198.51.100.22,10345,10,Saturday,True,1
manish,2025-06-11 11:09:16,local,manish-laptop,203.0.113.45,1758,11,Wednesday,False,1
rajat,2025-05-31 17:32:16,ssh,rajat-laptop,10.0.0.12,557,17,Saturday,True,1
simar,2025-06-17 02:17:16,local,simar-laptop,203.0.113.45,10966,2,Tuesday,False,1
rohit,2025-06-08 22:31:16,local,rohit-laptop,192.168.1.5,212,22,Sunday,True,1
neha,2025-06-05 20:09:16,ssh,neha-laptop,172.16.5.9,7546,20,Thursday,False,1
varun,2025-06-03 12:55:16,local,varun-laptop,198.51.100.22,7707,12,Tuesday,False,1
ankita,2025-05-26 18:31:16,ssh,ankita-laptop,203.0.113.45,1712,18,Monday,False,1
manish,2025-06-23 08:57:16,local,manish-laptop,198.51.100.22,10817,8,Monday,False,1
swati,2025-06-14 23:36:16,local,swati-laptop,198.51.100.22,8202,23,Saturday,True,1
meena,2025-06-16 21:55:16,ssh,meena-laptop,192.168.1.5,3726,21,Monday,False,0
varun,2025-06-22 22:55:16,local,varun-laptop,198.51.100.22,4859,22,Sunday,True,1
preeti,2025-06-10 17:09:16,sso,varun-laptop,172.16.5.9,8405,17,Tuesday,False,1
priya,2025-06-04 21:04:16,local,priya-laptop,10.0.0.12,2208,21,Wednesday,False,0
sneha,2025-06-02 00:24:16,local,swati-laptop,172.16.5.9,5315,0,Monday,False,1
varun,2025-06-19 17:49:16,local,varun-laptop,10.0.0.12,9650,17,Thursday,False,0
kiran,2025-05-30 08:31:16,local,kiran-laptop,198.51.100.22,12309,8,Friday,False,1
priya,2025-05-25 05:25:16,sso,priya-laptop,198.51.100.22,11841,5,Sunday,True,1
vikram,2025-05-26 04:06:16,local,vikram-laptop,10.0.0.12,4786,4,Monday,False,1
kiran,2025-06-17 07:43:16,local,kiran-laptop,203.0.113.45,2373,7,Tuesday,False,1
neha,2025-06-16 22:43:16,local,neha-laptop,203.0.113.45,6956,22,Monday,False,1
ritu,2025-06-17 03:03:16,local,ritu-laptop,198.51.100.22,3472,3,Tuesday,False,1
arjun,2025-06-17 07:18:16,sso,arjun-laptop,198.51.100.22,11451,7,Tuesday,False,1
deepa,2025-05-29 23:29:16,local,deepa-laptop,10.0.0.12,14002,23,Thursday,False,1
vikram,2025-06-22 15:18:16,local,vikram-laptop,203.0.113.45,3560,15,Sunday,True,1
manish,2025-06-16 18:06:16,local,manish-laptop,10.0.0.12,2916,18,Monday,False,0
arjun,2025-06-13 21:16:16,local,priya-laptop,198.51.100.22,4737,21,Friday,False,1
ankita,2025-05-28 19:16:16,local,ankita-laptop,198.51.100.22,9669,19,Wednesday,False,1
yash,2025-06-19 12:48:16,ssh,manish-laptop,198.51.100.22,6464,12,Thursday,False,1
priya,2025-06-22 05:48:16,ssh,priya-laptop,203.0.113.45,13093,5,Sunday,True,1
kiran,2025-05-28 01:30:16,ssh,kiran-laptop,203.0.113.45,8571,1,Wednesday,False,1
swati,2025-06-24 07:28:16,local,swati-laptop,172.16.5.9,4928,7,Tuesday,False,1
preeti,2025-06-14 19:56:16,ssh,preeti-laptop,172.16.5.9,1808,19,Saturday,True,0
swati,2025-05-26 01:59:16,local,swati-laptop,10.0.0.12,8578,1,Monday,False,1
rahul,2025-06-07 04:42:16,local,rahul-laptop,10.0.0.12,7396,4,Saturday,True,1
ankita,2025-05-31 06:22:16,ssh,ankita-laptop,198.51.100.22,6440,6,Saturday,True,1
kiran,2025-06-10 06:25:16,local,kiran-laptop,172.16.5.9,4811,6,Tuesday,False,1
preeti,2025-05-29 20:39:16,local,preeti-laptop,192.168.1.5,13014,20,Thursday,False,1
anil,2025-06-14 07:52:16,local,vikram-laptop,172.16.5.9,2242,7,Saturday,True,1
simar,2025-06-02 09:11:16,local,simar-laptop,203.0.113.45,4561,9,Monday,False,1
sneha,2025-06-02 19:33:16,local,ankita-laptop,203.0.113.45,5324,19,Monday,False,1
manish,2025-06-05 10:01:16,ssh,manish-laptop,198.51.100.22,7016,10,Thursday,False,1
arjun,2025-06-24 10:18:16,vpn,arjun-laptop,198.51.100.22,13670,10,Tuesday,False,1
ankita,2025-05-29 00:28:16,local,rohit-laptop,172.16.5.9,1959,0,Thursday,False,1
simar,2025-05-27 09:08:16,ssh,simar-laptop,10.0.0.12,1405,9,Tuesday,False,1
simar,2025-05-28 18:26:16,sso,simar-laptop,198.51.100.22,60,18,Wednesday,False,1
preeti,2025-06-09 00:30:16,local,preeti-laptop,198.51.100.22,11073,0,Monday,False,1
priya,2025-06-21 19:57:16,ssh,priya-laptop,198.51.100.22,857,19,Saturday,True,1
anil,2025-06-15 11:32:16,local,anil-laptop,192.168.1.5,5758,11,Sunday,True,0
ankita,2025-06-12 22:09:16,ssh,ankita-laptop,198.51.100.22,11679,22,Thursday,False,1
rajat,2025-05-30 08:03:16,ssh,rajat-laptop,192.168.1.5,539,8,Friday,False,1
rohit,2025-05-25 22:18:16,ssh,rohit-laptop,203.0.113.45,4035,22,Sunday,True,1
swati,2025-06-07 09:10:16,local,swati-laptop,172.16.5.9,3235,9,Saturday,True,0
rohit,2025-06-23 13:24:16,sso,rohit-laptop,172.16.5.9,13603,13,Monday,False,1
deepa,2025-05-30 12:06:16,ssh,deepa-laptop,203.0.113.45,1873,12,Friday,False,1
neha,2025-06-05 01:49:16,local,vikram-laptop,192.168.1.5,8754,1,Thursday,False,1
preeti,2025-06-10 12:09:16,local,rajat-laptop,172.16.5.9,5440,12,Tuesday,False,1
sneha,2025-06-18 03:23:16,local,sneha-laptop,203.0.113.45,1142,3,Wednesday,False,1
neha,2025-06-22 04:11:16,local,neha-laptop,198.51.100.22,375,4,Sunday,True,1
sneha,2025-05-28 07:36:16,vpn,sneha-laptop,203.0.113.45,4532,7,Wednesday,False,1
ritu,2025-06-09 23:02:16,local,ritu-laptop,172.16.5.9,1252,23,Monday,False,1
rohit,2025-05-27 13:28:16,local,rohit-laptop,172.16.5.9,3137,13,Tuesday,False,0
manish,2025-06-16 22:19:16,local,manish-laptop,192.168.1.5,81,22,Monday,False,1
manish,2025-05-31 13:47:16,local,manish-laptop,10.0.0.12,10454,13,Saturday,True,0
preeti,2025-06-15 03:00:16,sso,preeti-laptop,172.16.5.9,13903,3,Sunday,True,1
anil,2025-06-20 20:45:16,sso,anil-laptop,203.0.113.45,14335,20,Friday,False,1
deepa,2025-05-31 21:24:16,ssh,priya-laptop,172.16.5.9,13736,21,Saturday,True,1
kiran,2025-06-07 05:40:16,local,manish-laptop,203.0.113.45,5921,5,Saturday,True,1
simar,2025-06-23 02:18:16,local,simar-laptop,172.16.5.9,5583,2,Monday,False,1
deepa,2025-06-07 14:12:16,local,deepa-laptop,198.51.100.22,13218,14,Saturday,True,1
preeti,2025-06-20 15:37:16,local,preeti-laptop,203.0.113.45,8699,15,Friday,False,1
anil,2025-06-14 00:15:16,sso,preeti-laptop,192.168.1.5,4400,0,Saturday,True,1
ankita,2025-06-12 23:59:16,local,ankita-laptop,172.16.5.9,7088,23,Thursday,False,1
swati,2025-06-24 10:43:16,vpn,swati-laptop,10.0.0.12,341,10,Tuesday,False,1
anil,2025-06-15 09:33:16,ssh,anil-laptop,10.0.0.12,4308,9,Sunday,True,1
anil,2025-06-09 08:42:16,local,anil-laptop,172.16.5.9,4741,8,Monday,False,1
anil,2025-05-30 21:19:16,sso,anil-laptop,172.16.5.9,10573,21,Friday,False,0
neha,2025-06-02 14:54:16,local,neha-laptop,10.0.0.12,425,14,Monday,False,0
varun,2025-06-23 04:17:16,local,varun-laptop,192.168.1.5,9081,4,Monday,False,1
yash,2025-06-03 09:52:16,local,yash-laptop,10.0.0.12,9076,9,Tuesday,False,0
anil,2025-06-22 04:24:16,local,anil-laptop,10.0.0.12,1592,4,Sunday,True,1
simar,2025-05-24 20:14:16,local,simar-laptop,172.16.5.9,466,20,Saturday,True,0
simar,2025-06-04 16:35:16,ssh,simar-laptop,10.0.0.12,14138,16,Wednesday,False,1
manish,2025-06-02 08:43:16,local,manish-laptop,172.16.5.9,8564,8,Monday,False,1
kiran,2025-06-17 05:14:16,local,kiran-laptop,172.16.5.9,4936,5,Tuesday,False,1
kiran,2025-05-30 12:12:16,local,kiran-laptop,10.0.0.12,11204,12,Friday,False,1
arjun,2025-06-07 02:44:16,ssh,arjun-laptop,198.51.100.22,641,2,Saturday,True,1
anil,2025-06-18 18:17:16,local,anil-laptop,203.0.113.45,541,18,Wednesday,False,1
preeti,2025-06-03 18:50:16,local,rahul-laptop,198.51.100.22,1273,18,Tuesday,False,1
simar,2025-06-03 12:54:16,vpn,simar-laptop,172.16.5.9,14199,12,Tuesday,False,1
rohit,2025-06-04 00:32:16,local,rohit-laptop,203.0.113.45,11702,0,Wednesday,False,1
meena,2025-05-25 03:28:16,local,meena-laptop,192.168.1.5,13430,3,Sunday,True,1
swati,2025-06-14 12:53:16,local,swati-laptop,203.0.113.45,11868,12,Saturday,True,1
varun,2025-06-01 09:20:16,local,preeti-laptop,192.168.1.5,7426,9,Sunday,True,1
simar,2025-06-07 02:13:16,sso,simar-laptop,198.51.100.22,533,2,Saturday,True,1
sneha,2025-06-04 09:34:16,local,sneha-laptop,198.51.100.22,9069,9,Wednesday,False,1
sneha,2025-06-13 01:09:16,vpn,sneha-laptop,172.16.5.9,10447,1,Friday,False,1
simar,2025-06-11 00:19:16,local,simar-laptop,203.0.113.45,13019,0,Wednesday,False,1
rohit,2025-06-03 07:05:16,sso,rohit-laptop,203.0.113.45,1258,7,Tuesday,False,1
meena,2025-06-12 08:28:16,vpn,meena-laptop,203.0.113.45,4326,8,Thursday,False,1
rohit,2025-05-29 05:18:16,local,rohit-laptop,172.16.5.9,9121,5,Thursday,False,1
vikram,2025-06-11 07:00:16,vpn,vikram-laptop,10.0.0.12,8611,7,Wednesday,False,1
rahul,2025-06-06 11:51:16,ssh,arjun-laptop,203.0.113.45,5390,11,Friday,False,1
simar,2025-06-11 02:12:16,vpn,simar-laptop,192.168.1.5,3125,2,Wednesday,False,1
meena,2025-06-22 13:37:16,local,meena-laptop,10.0.0.12,11570,13,Sunday,True,1
sneha,2025-06-20 01:09:16,local,sneha-laptop,198.51.100.22,8196,1,Friday,False,1
rohit,2025-06-21 02:24:16,local,rohit-laptop,192.168.1.5,3161,2,Saturday,True,1
anil,2025-05-28 05:35:16,ssh,anil-laptop,192.168.1.5,5191,5,Wednesday,False,1
priya,2025-06-04 15:50:16,vpn,priya-laptop,198.51.100.22,7840,15,Wednesday,False,1
sneha,2025-06-01 10:01:16,local,sneha-laptop,198.51.100.22,8593,10,Sunday,True,1
varun,2025-06-24 03:28:16,local,kiran-laptop,172.16.5.9,1656,3,Tuesday,False,1
anil,2025-06-05 11:51:16,vpn,anil-laptop,172.16.5.9,9491,11,Thursday,False,0
neha,2025-06-04 23:05:16,vpn,preeti-laptop,198.51.100.22,12065,23,Wednesday,False,1
yash,2025-06-15 12:10:16,local,yash-laptop,10.0.0.12,7046,12,Sunday,True,0
deepa,2025-06-10 02:13:16,local,deepa-laptop,203.0.113.45,10551,2,Tuesday,False,1
rohit,2025-05-24 18:14:16,sso,rohit-laptop,192.168.1.5,3864,18,Saturday,True,0
rahul,2025-06-14 18:46:16,local,rahul-laptop,192.168.1.5,378,18,Saturday,True,0
rajat,2025-06-17 09:16:16,ssh,rajat-laptop,198.51.100.22,14146,9,Tuesday,False,1
swati,2025-06-20 17:42:16,ssh,swati-laptop,198.51.100.22,7985,17,Friday,False,1
priya,2025-06-14 10:03:16,local,priya-laptop,198.51.100.22,2461,10,Saturday,True,1
anil,2025-06-16 06:24:16,local,anil-laptop,10.0.0.12,14180,6,Monday,False,1
priya,2025-06-10 04:31:16,local,priya-laptop,172.16.5.9,14038,4,Tuesday,False,1
deepa,2025-06-23 11:53:16,sso,deepa-laptop,10.0.0.12,6459,11,Monday,False,0
ritu,2025-06-01 21:29:16,local,ritu-laptop,10.0.0.12,4216,21,Sunday,True,0
meena,2025-06-21 19:31:16,local,meena-laptop,10.0.0.12,5881,19,Saturday,True,0
kiran,2025-06-02 10:45:16,local,kiran-laptop,10.0.0.12,10607,10,Monday,False,0
ritu,2025-06-24 08:15:16,local,simar-laptop,10.0.0.12,12278,8,Tuesday,False,1
kiran,2025-06-05 12:24:16,local,kiran-laptop,203.0.113.45,3040,12,Thursday,False,1
rohit,2025-06-16 12:33:16,local,rohit-laptop,198.51.100.22,752,12,Monday,False,1
sneha,2025-06-06 17:46:16,ssh,sneha-laptop,172.16.5.9,11803,17,Friday,False,1
ankita,2025-06-09 22:33:16,local,ankita-laptop,192.168.1.5,3673,22,Monday,False,1
rajat,2025-06-21 20:39:16,local,rajat-laptop,192.168.1.5,7575,20,Saturday,True,0
